,title,artist,date,description,text,tags,group,event,category,url,image,Duración
44,OUT OF BLUE. ALEJANDRA FREYMANN,No definido,10 may - 17 may 2012,Historias sin desenlace contadas sobre fondo azul. Alejandra Freyman pinta escenarios en los que sitúa personajes que flotan entre la realidad y el sueño.,,[''],RADIO - Archivo de entrevistas,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/out-blue-alejandra-freymann,https://www.lacasaencendida.es/storage/10961/responsive-images/1778-609f-radio_en_casa_alejandra_freymann_th_0___detail_1600_900.jpg,
45,ENCONTEXTO. REFLEXIONES SOBRE FOTOGRAFÍA,No definido,10 may - 17 may 2012,"Deneb Martos, responsable del laboratorio de fotografía, propone cultivar la mirada propia en un mundo adicto a las imágenes.",,[''],RADIO - Archivo de entrevistas,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/encontexto-reflexiones-sobre-fotografia,https://www.lacasaencendida.es/storage/11182/responsive-images/2079-609f-radio_entrevista_deneb_martos_05_2012_th_0___detail_1600_900.jpg,
46,CICLO LA VOZ DE LOS SIN VOZ,No definido,10 may - 17 may 2012,El documental África Rising de Paula Heredia sigue los paso de las activistas africanas que luchan contra la ablación.,,[''],RADIO - Archivo de entrevistas,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/ciclo-la-voz-los-sin-voz,https://www.lacasaencendida.es/storage/11186/responsive-images/2084-609f-radio_voz_sin_voz_2012_th_0___detail_1600_900.jpg,
47,"""La coartada perfecta""",María Jerez,10 may - 11 may 2012,"La cortada perfecta (título original: The Perfect Alibi) se sitúa entre la imagen y la ausencia de la imagen, creando presencia a través de la ausencia. “Para poder aparecer, desaparezco. Y para desaparecer, escribo. Y cuando escribo, me desdoblo; y en ese desdoblamiento, el espectador se queda en medio. En medio del pensamiento y de la imagen-escritura","La obra
La cortada perfecta (título original: The Perfect Alibi) se sitúa entre la imagen y la ausencia de la imagen, creando presencia a través de la ausencia. “Para poder aparecer, desaparezco. Y para desaparecer, escribo. Y cuando escribo, me desdoblo; y en ese desdoblamiento, el espectador se queda en medio. En medio del pensamiento y de la imagen-escritura.” La coartada perfecta es una novela, es una performance a través de la escritura, es una película de acción; es el viaje de una hora de una persona cuando está sola, donde el tiempo, el espacio y la percepción se despliegan hasta no saber quién, cuándo o dónde estás.
La artista
Nace en: Madrid, 17 Marzo 1978/ Trabaja principalmente en: Europa/ Reside oficialmente en: Madrid/ Su trabajo se sitúa entre: el cine, la coreografía, el teatro y las artes visuales/ Se interesa por: la multiplicidad/ Ha trabajado y colaborado con: Cristina Blanco, Juan Domínguez, Amaia Urra, Jerôme Bel, Gary Stevens, Cuqui Jerez, entre otros/ Inicia su trabajo y sigue estando cerca del proyecto: Mugatxoan/ Produce las piezas: El caso del espectador (2004), This Side Up (2006), The Neverstarting Story (2008), La Coartada Perfecta (título original: The Perfect Alibi) (2011-2012)/ Realiza la película: The Movie (2008)/ Forma parte del grupo de trabajo: El CLUB/ Organiza: Living Room Festival (Madrid- Berlin)/ Recibe los encargos de: La Capital Cultural Europea Linz 09 (Austria), CAMPO (Bélgica) y VIA 2018 (Maastricht) para realizar los proyectos ""I like to move it move it"" , Five People y “The School Project” respectivamente/ En la actualidad planea la película: The Trip (2013).",[''],Not in a group,No details,['ESCÉNICAS'],https://www.lacasaencendida.es/escenicas/la-coartada-perfecta-de-maria-jerez,https://www.lacasaencendida.es/storage/11421/responsive-images/2358-609f-coartada_perfecta_maria_jerez_th_1___detail_1600_900.jpg,
48,"""La cara oculta del turismo""",No definido,10 may 2012,"Varios expertos analizarán en esta mesa redonda las características de nuevos modelos turísticos basados en la sostenibilidad social, cultural, económica y ambiental para dar a conocer experiencias concretas que se desarrollan actualmente en países del Sur.
Duración: 2 horas","Las actuales orientaciones políticas en nuestro entorno asignan a los países empobrecidos el papel de proveedores de mano de obra barata y recursos naturales a una economía desigualmente globalizada. Al abrigo de este modelo, el turismo se vende como una vía rápida, sencilla y barata hacia el desarrollo. La realidad nos muestra lo contrario.
El turismo que reciben los países empobrecidos se caracteriza por un grado de beneficios muy bajo para la economía local:
a) La mayor parte del desembolso que realiza el turista acaba engrosando las ganancias de las empresas que controlan la actividad, en su mayoría originarias de los países ricos.
b) El impacto en el nivel de vida de la mayoría de la población anfitriona y en su ecosistema suele ser negativo: aumento de las diferencias socioeconómicas, sobreexplotación y contaminación de recursos naturales, desvío de los usos tradicionales del agua para cubrir las necesidades de infraestructuras turísticas, incremento del precio de la tierra, condiciones laborales deplorables, sustitución de sectores productivos tradicionales, explotación sexual, trabajo infantil, etc.
Sin embargo, sí es cierto que un turismo de pequeño formato, gestionado por la propia población anfitriona, puede reforzar las economías locales, inclusive los colectivos campesinos, ámbito donde se concentra la mayor parte de la pobreza en el Sur, convirtiéndose en una herramienta de lucha por la soberanía alimentaria de los pueblos.",[''],Not in a group,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/la-cara-oculta-del-turismo,https://www.lacasaencendida.es/storage/11084/responsive-images/1929-609f-cara_oculta_turismo_th___detail_1600_900.jpg,2 horas
49,Africa Rising,"Paula Heredia. EE. UU., 2009. 62 min",10 may 2012,"Africa Rising ofrece una mirada profunda desde la primera línea de una revolución silenciosa que está tomando por asalto el continente, viajando a través de aldeas remotas de Burkina Faso, Kenya, Malí, Somalia y Tanzania.
Duración: 2 horas","Entre el cuerno de África y la costa occidental de los países del África subsahariana, 6.000 niñas son sometidas diariamente a una práctica conocida como mutilación genital femenina (MGF). Y todos los días, contando con poco más que una fuerte determinación y un profundo amor por sus comunidades, valientes activistas están abriendo camino para romper el silencio que rodea una tradición practicada desde hace siglos.
Africa Rising ofrece una mirada profunda desde la primera línea de una revolución silenciosa que está tomando por asalto el continente, viajando a través de aldeas remotas de Burkina Faso, Kenya, Malí, Somalia y Tanzania.
Coloquio tras la proyección con Sandra Astete (IEPALA) y Red Activas. Intervención por vídeo-conferencia de Paula Heredia. Modera: Corinne Navarrete (Vocal de Educación de FONGDCAM)",[''],Ciclo: La voz de los sin voz. V Edición,No details,['CINE'],https://www.lacasaencendida.es/cine/africa-rising-paula-heredia-ee-uu-2009-62-min,https://www.lacasaencendida.es/storage/11609/responsive-images/2588-609f-voz_sin_voz_2012_africa_rising_th___detail_1600_900.jpg,2 horas
50,"Exposición ""Agua, ríos y pueblos""",No definido,9 may - 28 jun 2012,"Fotografías, vídeos y textos se combinan para presentar la experiencia y el punto de vista de personas y comunidades afectadas por políticas públicas y proyectos que atropellan derechos humanos o desprecian impactos ambientales y sociales sobre las poblaciones más vulnerables, que generalmente son ignoradas e invisibilizadas.","La exposición gira en torno a seis ejes principales: desplazamientos de población por grandes presas; derechos humanos, violencia y agua; catástrofes evitables y vulnerabilidad de los más pobres; degradación de ecosistemas y hambre; privatización y derecho humano al agua; y victorias y alternativas exitosas, a través de 18 estudios de caso emblemáticos.
Los fotógrafos y escritores que han participado en el proyecto nos ofrecen testimonios de desplazamientos forzosos, de contaminación de aguas y quiebras de la salud pública, de destrozos ecológicos que han llevado a crisis masivas de hambre, de lucha contra la privatización, de desastres evitables y masacres en conflictos bélicos “no declarados”… Pero también, por otro lado, nos ofrecen testimonios de luchas exitosas y logros de los movimientos sociales, con alternativas que abren el camino de una nueva cultura del agua.
En el Torreón 2, se proyectará la película documental Agua, ríos y pueblos, de Sonia Llera. España, 2009-2010.
Director de la exposición
Pedro Arrojo Agudo, profesor emérito del Departamento de Análisis Económico en la Facultad de Ciencias Económicas y Empresariales de la Universidad de Zaragoza. Es Premio Goldman 2003 de Medioambiente correspondiente a la región europea. Dicho premio, considerado como el Nobel del Medioambiente, se otorga cada año a seis personas de diferentes regiones de la Tierra, que se han distinguido en la defensa y conservación de los ecosistemas. Miembro del Comité MAB-Unesco (Reservas de la Biosfera), fue fundador y presidente de la Fundación Nueva Cultura del Agua durante seis años, y presidió los dos primeros Congresos Ibéricos sobre Planificación y Gestión de Aguas (1998, Zaragoza; y 2000, Oporto), así como el Primer Encuentro Latinoamericano por la Nueva Cultura del Agua (2004, Fortaleza-Brasil).",[''],Not in a group,No details,['EXPOSICIONES'],https://www.lacasaencendida.es/exposiciones/exposicion-agua-rios-y-pueblos,https://www.lacasaencendida.es/storage/11085/responsive-images/1930-609f-expo_agua_rios_pueblos_th___detail_1600_900.jpg,
51,"""Out of the blue""",Alejandra Freymann,9 may - 16 sep 2012,"Alejandra Freymann (Xalapa, México, 1983) utiliza la pintura y el dibujo como medio de expresión. En esta ocasión, pintará un mural en el pasillo de la segunda planta. En él, animales, plantas, rocas y personajes aparecen “caídos del cielo” –out of the blue–, componiendo pequeños relatos “venidos de la nada”.","Los escenarios de Alejandra Freymann, por donde vagan sus personajes libremente, nos abren la puerta a un universo paralelo de ensoñaciones donde predomina la imaginación. La pintura es para esta artista, en sus propias palabras, “el medio por el cual asimilo y comprendo el mundo. Pienso en la superficie visual de las cosas tanto como en la distancia o el espacio que existe entre ellas, por mucho que sepamos que son ilusorias y subjetivas, se encuentran (al igual que a través del resto de sentidos) las pistas que nos permiten entender el mundo en el que vivimos ‘tal como es’. Y no me refiero a ninguna verdad objetiva, sino más bien a una intención de observación y atención como herramientas para una construcción simbólica y pictórica”.
Licenciada en Bellas Artes por la Universidad de Castilla-La Mancha (Cuenca), especializándose en pintura y dibujo, Alejandra Freyman ha realizado destacadas exposiciones individuales, entre ellas “Cuando los lobos comían niñas tontas” en la Facultad de Bellas Artes de la Universidad de Castilla-La Mancha, Cuenca, (2006) y en la galería Pepe Cobo & Cía (2009). Ha participado en diferentes exposiciones colectivas, como “El color, el tiempo de los ritmos”, Museo Espacio Escala, Sevilla (2008) o “Ayermañana”, Museo Casa Zavala, Cuenca (2007); ha sido reconocida con importantes premios y ha realizado el libro de dibujo (Ediciones Puré, 2007), así como la exposición “El misterio del perro del sol”, del colectivo The Children Pox, que integra junto a Juan Zamora, en el Museo ABC de Madrid. Su obra se encuentra entre los fondos de las colecciones de la Fundación Caja Sol, Sevilla; la Fundación Antonio Pérez, Cuenca; y la Fundación Canaria para el Desarrollo de la Pintura, Las Palmas de Gran Canaria, entre otras.",[''],"En Casa. Del gesto preciso al instante expandido, comisariado por Tania Pardo",No details,['EXPOSICIONES'],https://www.lacasaencendida.es/exposiciones/out-of-the-blue-de-alejandra-freymann,https://www.lacasaencendida.es/storage/11098/responsive-images/1946-609f-en_casa_alejandra_freymann_th___detail_1600_900.jpg,
52,"Sesión ""Viajes Polimórficos para después de la Guerra Fría: el universo mutante de Mr. Bickford""",No definido,8 may 2012,"Los fantásticos mundos del animador de plastilina underground, Bruce Bickford, a través de su volcánica Prometheus’ Garden y de un documental sobre su vida y su trabajo.
Duración: 2 horas","Maestro de la animación en plastilina, creador de realidades en mutación incesante donde chocan lo candoroso y lo perverso, la fluidez lisérgica y los ecos de la serie B, Bruce Bickford puso su talento al servicio de la creatividad de Frank Zappa de 1974 a 1980. Pero este animador nacido en Seattle, con una excéntrica y muy dramática historia familiar a sus espaldas, era una entidad demasiado extraña para rentabilizar el pasaporte a la popularidad de culto que le proporcionó el autor de Baby Snakes. Creador aislado, eremita encerrado en el fondo mismo de su propia imaginación volcánica, Bickford sólo ha dado por terminada una película: este Prometheu’s Garden que propone un violento pulso al espectador. Mientras sigue desarrollando sus propios proyectos interminables, el documental Monster Road proporciona un acceso privilegiado a la zona de aislamiento en la que Bickford afronta un proyecto vital habitado por los monstruos polimórficos de una inocencia prolongada hacia la eternidad. En Monster Road, se aportan todas las claves para descifrar el enigma Bickford, alimentado bajo el clima paranoico de la Guerra Fría.
Las películas
Prometheus’ Garden, de Bruce Bickford. EE. UU., 2008. 28 min. VOSE
Intensa adaptación libre del mito de Prometeo, quien creó al hombre del barro y robó el fuego de los dioses, lo que acarreó la ira de Zeus. Una bizarra y complejísima compilación de ambientes y personajes de plastilina en permanente transformación, con torturas, batallas multitudinarias y monstruos que asombrarán al espectador.",[''],"Ciclo ""Luces y sombras de Nunca Jamás""",No details,['CINE'],https://www.lacasaencendida.es/cine/sesion-viajes-polimorficos-para-despues-la-guerra-fria-el-universo-mutante-mr-bickford,https://www.lacasaencendida.es/storage/11331/responsive-images/2245-609f-nunca_jamas_viajes_polimorficos_th___detail_1600_900.jpg,2 horas
53,Concierto de Kathy McCarty,No definido,6 may 2012,"Kathy McCarty es una de las responsables de que la popular banda Glass Eye se convirtiera en una de las más importantes y exitosas de Austin en los años 80. Abanderados de la escena indie rock, algunos les ven como un cruce explosivo entre el “Life During Wartime”, de Talking Heads; y “La Grange”, de ZZ Top.
Duración: 1 hora","Kathy McCarty es una de las responsables de que la popular banda Glass Eye se convirtiera en una de las más importantes y exitosas de Austin en los años 80. Abanderados de la escena indie rock, algunos les ven como un cruce explosivo entre el “Life During Wartime”, de Talking Heads; y “La Grange”, de ZZ Top. Se disolvieron en 1993, año en el que Kathy, desde su independencia creativa, decidió aventurarse en la grabación de un disco donde reinterpretaría las canciones de uno de sus héroes locales, Daniel Johnston. Kathy conoció a Daniel en un concierto de Glass Eye, cuando el americano se acercó para regalarle una de sus cintas, “Hi, How Are You”. Como acto de amor a sus canciones y como especial homenaje a Johnston, Kathy grabó Dead Dog's Eyeball: Songs of Daniel Johnston (Bar/None Records), un disco que acercó al personaje al gran público y que mantiene el espíritu pop de las canciones de Daniel, añadiendo un sentimiento de compasión y de oscuridad que no tienen las originales. En 2005, grabó Another Day in the Sun, álbum que recupera el espíritu de Glass Eye y que abarca un amplio espectro de estilos que van desde el pop agresivo al rock de guitarras. Hoy, Kathy ha vuelto a los escenarios haciendo una revisión de toda su carrera en sus directos.",[''],Soundays,No details,['CONCIERTOS'],https://www.lacasaencendida.es/conciertos/concierto-kathy-mccarty,https://www.lacasaencendida.es/storage/11148/responsive-images/2036-609f-soundays_kathy_mccarty_th___detail_1600_900.jpg,1 hora
54,"Especial Visitas guiadas a la exposición ""Visiones simbólicas. Una mirada al universo de Daniel Johnston""",No definido,6 may - 20 may 2012,"Jeff Tartakov, propietario de la colección que se muestra en la exposición, guiará a los visitantes por un personal recorrido en el que analizará las claves de la obra de Daniel Johnston.
Las visitas guiadas serán en lengua inglesa y tendrán lugar los tres domingos de mayo en los que el ciclo de conciertos “Soundays” rinde homenaje a la figura de Daniel Johnston y en los que participan Caty McCarthy, Norman Blake + Jad Fair y Mary Lou Lord.","Jeff Tartakov (Houston, Texas, EE. UU., 1957) se trasladó a Austin para estudiar en la University of Texas en 1975. Tres años después dejó los estudios para fundar su propio sello discográfico, Stress Records. En 1986 empezó a trabajar con Daniel Johnston, convirtiéndose en su mánager al año siguiente. Entre los años 1986 y 2000 su sello discográfico publicó catorce grabaciones caseras del artista en cintas de casete. Siendo un ávido coleccionista del arte gráfico de Daniel Johnston, mostró los dibujos de su colección en diversas galerías y museos de Europa y Estados Unidos. En 1999, a petición de Daniel, comenzó informalmente a gestionar su carrera como dibujante y continuó haciéndolo hasta 2005. Jeff trabajó también como horticultor de 1982 a 2001. Posee obras de arte originales de Jad Fair y Jon Langford, y prefiere escuchar discos de vinilo y casetes a archivos MP3.
Plazas: 20 personas por grupo.
Entrada libre hasta completar aforo.",[''],Not in a group,No details,['EXPOSICIONES'],https://www.lacasaencendida.es/exposiciones/especial-visitas-guiadas-la-exposicion-visiones-simbolicas-una-mirada-al-universo-daniel-johnston,https://www.lacasaencendida.es/storage/10951/responsive-images/1768-609f-expo_johnston_visitas_guiadas_th___detail_1600_900.jpg,
55,Sleepless Night Stories,"Jonas Mekas. EE. UU., 2011. 110 min",5 may - 6 may 2012,"Las mil y una noches de la vida de Jonas Mekas. Veinticinco historias, desde el atardecer hasta el amanecer.","El director
Jonas Mekas (1962) es un poeta y cineasta lituano que después un periplo europeo a través de la Europa de la Segunda Guerra Mundial se afinca en EE. UU. donde se convierte en uno de los máximos exponentes y defensores del patrimonio del cine experimental norteamericano gracias a la fundación de la Film Makers Cooperative (1962) y el Anthology Film Archives (1970).
La película
Sleepless Night Stories, de Jonas Mekas. EE. UU., 2011. 110 min
Durante dos horas vagamos con Jonas Mekas a través de la noche de Nueva York: apartamentos, backstages, galerías de arte, bares y clubs nocturnos… A lo largo del recorrido nos encontraremos con viejos amigos de Mekas, como Yoko Ono, Patti Smith, Carolee Schneemann, Marina Abramovic, Hans Ulrich Obrist, Pip Chodorov…",[''],Cine contemporáneo: mayo - junio,No details,['CINE'],https://www.lacasaencendida.es/cine/sleepless-night-stories-jonas-mekas-ee-uu-2011-110-min,https://www.lacasaencendida.es/storage/11144/responsive-images/2032-609f-cine_contemporaneo_sleepless_night_stories_th___detail_1600_900.jpg,
56,Maratón de cuentos (mayo 2012),No definido,5 may 2012,"Este maratón de cuentos pretende que pasemos un buen rato escuchando historias que hablan de amistad, amor, solidaridad... y de agua, que es este año el tema que hemos elegido para el acto. ¿Cuánta agua hay en el mundo? ¿Cuánta podemos bebernos? ¿Tenemos todos la misma facilidad para acceder al agua?
Duración: 3 horas","Medicusmundi es una ONG que trabaja para cubrir las necesidades más básicas de salud de la población de los países más necesitados, cuyo objetivo es garantizar el acceso universal a la salud y mejorar los sistemas públicos.
Edad recomendada: para todos los públicos.",[''],En Familia (mayo y junio 2012),No details,['ESCÉNICAS'],https://www.lacasaencendida.es/escenicas/maraton-cuentos-mayo-2012,https://www.lacasaencendida.es/storage/11424/responsive-images/2362-609f-maraton_medicusmundi_mayo_2012_th___detail_1600_900.jpg,3 horas
57,27 AÑOS DE METRÓPOLIS,No definido,3 may - 10 may 2012,"Un programa que merecía el insomnio de la minoría. Metrópolis, escondido siempre a horas imposibles, es un milagro que dirige María Pallier.",,[''],RADIO - Archivo de entrevistas,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/27-anos-metropolis,https://www.lacasaencendida.es/storage/11091/responsive-images/1938-609f-metropolis_cumple_27_anos_th_0___detail_1600_900.jpg,
58,Concierto de My Cat Is An Alien,No definido,29 abr 2012,"My Cat Is An Alien (MCIAA) es un dúo de compositores radicales y artistas audiovisuales marginales formado por los hermanos Mauricio y Roberto Opalio a finales de 1997. Son multi-instrumentistas, tocando principalmente instrumentos de cuerda eléctricos y acústicos y otros electrónicos modificados (alientronics).
Duración: 1 hora","Su trayectoria comenzó en Turín (Italia), antes de trasladarse a una remota región de los Alpes Occidentales. Además de la música, su trabajo abarca muchas manifestaciones artísticas, como las instalaciones audiovisuales, la fotografía, la pintura y el dibujo, la poesía, el cine y el vídeo.
MCIAA ha desarrollado una original forma de música experimental que es reconocida mundialmente como muy innovadora. Una actuación suya está llena de tensión e incertidumbre y se elabora como una especie de ritual chamánico. Nos encontramos ante uno de los más emotivos y conmovedores trabajos dentro de la música experimental improvisada de vanguardia.
Han participado en colaboraciones multimedia con vanguardistas tan prestigiosos y conocidos como Sonic Youth, Thurston Moore, Lee Ranaldo, Christian Marclay, Keiji Haino, Jim O'Rourke, Loren Mazzacane Connors, Jackie-O Motherfucker, Steve Roden, Mats Gustafsson, entre otros.
¡Además la guitarrista alienígena NAD SPIRO se sumara como artista invitada para tocar algunos temas con los Cats!. Rosa Arruti (Nad Spiro) comenzó ya desde los primeros ochenta en grupos de Barcelona de rock experimental. Ha editado numerosos trabajos, tres de ellos en CD, y es desde hace años un talento oculto y único dentro de nuestra escena de nueva música electrónica.",[''],Soundays,No details,['CONCIERTOS'],https://www.lacasaencendida.es/conciertos/concierto-my-cat-alien,https://www.lacasaencendida.es/storage/11120/responsive-images/1970-609f-soundays_my_cat_is_an_alien_th___detail_1600_900.jpg,1 hora
59,La jubilada,Jairo Boisier,28 abr - 29 abr 2012,"Fabiola deja la capital chilena para volver a su pueblo y retomar su vida, pero allí la reciben con cierto recelo.","El director
Jairo Boisier (1975) es sociólogo, guionista y director de los reputados cortometrajes El nuevo (2007), Vestido (2008) y Palitroque (2009), con los que ha ganado varios premios nacionales e internacionales. Actualmente es docente de la Universidad Diego Portales. La Jubilada es su primer largometraje.
La película
La jubilada, de Jairo Boisier. Chile, 2011. 82 min Fabiola Neira, se retira de su trabajo en la capital chilena y retorna a su pueblo natal. El camino que emprende, lejos de ser fácil, es arduo: Fabiola intenta conseguir un empleo y reconstruir sus relaciones familiares, pero no se lo ponen fácil porque no le perdonan las decisiones que tomó en el pasado.",[''],Cine contemporáneo: abril,No details,['CINE'],https://www.lacasaencendida.es/cine/la-jubilada-jairo-boisier,https://www.lacasaencendida.es/storage/11526/responsive-images/2491-609f-cine_contemporaneo_jubilada_th___detail_1600_900.jpg,
60,"Exposición ""Diego Lara... Be a Commercial Artist"". Comisariada por Amaranta Ariño.",No definido,27 abr - 10 jun 2012,"Las disciplinas artísticas se entremezclan enriquecedoramente en la actualidad, y recuperar la obra de Diego Lara (Madrid,1946-1990) en este contexto es un ejercicio esclarecedor. La muestra presenta sus trabajos industriales y los realizados sin encargo previo, para comprender su obra en profundidad. El catálogo, diseñado por Bruno Lara, incluye textos de la comisaria y de Ángel González, Valentín Roma y Juan Antonio Molina Foix.","Diego Lara lleva a cabo en los años 70 diversos proyectos de diseño gráfico: cubiertas de libros para editoriales como Siglo XXI, Seix Barral, Fundamentos, Turner, Trece de Nieve… En 1972 funda con Mauricio d’Ors la editorial La Fontana Literaria, de cuya línea gráfica es responsable, al igual que lo será de la editorial Nostromo, que funda un año después también con d’Ors y con Juan Antonio Molina Foix, y en la que se desarrolla una imagen editorial radicalmente nueva y personal. Entre 1974 y 1982 es responsable gráfico de las publicaciones de la Fundación Juan March, de Madrid, en las que renueva el concepto gráfico y editorial del “catálogo de la exposición”.
De 1979 a 1981 dirige junto a Gonzalo Armero la revista Poesía, que edita el Ministerio de Cultura y que se convierte en un hito en el campo de las publicaciones culturales. Entre 1982 y 1986 realiza la imagen gráfica de las publicaciones de la feria de arte ARCO. En esos años, es director artístico y diseñador gráfico de la revista de arte Buades e inicia una fructífera colaboración con Ediciones El Viso, realizando los catálogos de muchas de las principales exposiciones de la década de los 80.
Otros trabajos de esa época son: el diseño de colecciones de libros para editorial Cátedra y Editora Nacional; el diseño de marcas comerciales, el de catálogos de pintura; etc. En paralelo a su labor profesional como diseñador gráfico, Diego Lara no deja de crear una abundante obra pictórica que mantiene en el terreno de lo privado, hecha excepción de las contadas exposiciones colectivas en que participó (Galería Fenicia, Almuñecar, 1979; “Dibujos”, Galería Buades, Madrid, 1984; “Cota Cero”, Alicante y Madrid, 1985).",[''],Not in a group,No details,['EXPOSICIONES'],https://www.lacasaencendida.es/exposiciones/exposicion-diego-lara-be-commercial-artist-comisariada-amaranta-arino,https://www.lacasaencendida.es/storage/11152/responsive-images/2042-609f-expo_diego_lara_th_0___detail_1600_900.jpg,
61,"LA IMAGEN DEL SUR, REALIDAD O ESTEREOTIPO.",No definido,26 abr - 3 may 2012,"Javier Bernabé analiza cómo los medios de comunicación masivos representan a los pueblos del Sur como víctimas, dependientes o amenazas.",,[''],RADIO - Archivo de entrevistas,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/la-imagen-del-sur-realidad-o-estereotipo,https://www.lacasaencendida.es/storage/11092/responsive-images/1939-609f-imagen_sur_medios_comunicacion_th_0___detail_1600_900.jpg,
62,SIRIA. LA CONSTRUCCIÓN DE LA PAZ,No definido,26 abr - 3 may 2012,"La investigadora Sirin Adlbi plantea la necesidad de actuar ante la situación en Siria, y habla sobre el papel de las mujeres en las revoluciones árabes.",,[''],RADIO - Archivo de entrevistas,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/siria-la-construccion-la-paz,https://www.lacasaencendida.es/storage/11096/responsive-images/1943-609f-ciudadania_global_espacio_reflexion_accion_th_0___detail_1600_900.jpg,
63,EXPOSICIÓN DE JOSÉ MIGUEL ULLÁN,No definido,26 abr - 3 may 2012,"Poeta, artista gráfico, periodista y agitador cultural. Sus libros y su obra plástica se muestran hasta el 10 de junio.",,[''],RADIO - Archivo de entrevistas,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/exposicion-jose-miguel-ullan,https://www.lacasaencendida.es/storage/11097/responsive-images/1945-609f-expo_jose_miguel_ullan_th_0___detail_1600_900.jpg,
64,La imagen del Sur a través de los medios de comunicación. Realidad o estereotipo,No definido,26 abr 2012,"Los medios de comunicación muchas veces trasmiten una información y una imagen escasa y cargada de estereotipos que incrementa la visión de inferioridad, dependencia y subdesarrollo de países del sur.
Duración: 1 hora 30 minutos","Esa visión cargada de matices distorsiona la realidad y las causas reales de las situaciones a las que se enfrentan las personas que viven en determinados lugares del mundo. El objetivo de esta mesa está en debatir si son los medios de comunicación o las propias ongd las encargadas de trasmitir los testimonios y la información real, y si esa información proporciona poca o nula información para la ciudadanía del norte.
Se cuestionará, gracias a la colaboración de las personas invitadas a la mesa si los medios de comunicación tienen una función en el llamado ejercicio de la educación global y si esa función pasa por trasladar una información veraz y constructiva a la ciudanía, ajena en muchas ocasiones a realidades lejanas.
Ponentes: Javier Bernabé Fraguas, periodista, codirector del Título de Especialista en Información Internacional y Países del Sur y del Diploma de Periodismo Preventivo, de la UM; Rosa Maria Calaf, periodista y corresponsal de RTVE. doctora honoris causa por varias universidades. y Xavier Obach, periodista de Televisión Española y ex responsable del Departamento de Comunicación de Entreculturas
Entrada libre hasta completar aforo",[''],Not in a group,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/la-imagen-del-sur-traves-los-medios-comunicacion-realidad-o-estereotipo,https://www.lacasaencendida.es/storage/11350/responsive-images/2276-609f-imagen_sur_medios_comunicacion_th_1___detail_1600_900.jpg,1 hora 30 minutos
65,"Exposición ""José-Miguel Ullán. Palabras iluminadas""",No definido,26 abr - 10 jun 2012,Esta exposición nos acerca a sus libros y su obra plástica.,"José-Miguel Ullán (Villarino de los Aires, Salamanca, 1944-Madrid, 2009) desarrolló paralelamente a su creación literaria una abundante actividad dentro del periodismo cultural; subdirector de la revista de artes plásticas Guadalimar y codirector de Cuadernos Guadalimar. En Radio Televisión Española, dirigió y presentó la serie Tatuaje. En Radio Nacional, hizo los programas Otra canción y Acércate más. Fue subdirector del periódico Diario 16, donde fundó el suplemento “Culturas” y columnista del diario El País. Fundó la colección de Poesía de la editorial Cátedra y la editorial Ave del Paraíso.
A lo largo de cuarenta años de escritura, muchas de las obras de este poeta han sido objeto de ediciones de bibliofilia en colaboración con pintores y se han expuesto en diversos museos, como MoMA de Nueva York, Museo Nacional Centro de Arte Reina Sofía de Madrid, Biblothèque Nationale de France de París… Dentro de ese apartado, destaca Funeral mal, ilustrada con grabados originales de Eduardo Chillida, Antoni Tàpies y Joan Miró, entre otros. Es autor, asimismo, de numerosos textos sobre arte, publicados en libros, catálogos, diarios y revistas especializadas. Durante varios años coorganizó el Salón de los XVI y formó parte del comité de selección de pintura y escultura en Europalia/España (Musée d’Art Moderne, Bruselas, 1985). Fue miembro del consejo de colaboración de la revista Vuelta, Artes de México y Letras Libres. Para la cadena Televisa (México), intervino en dos programas monográficos: uno, sobre Marcel Duchamp; y otro, sobre arte contemporáneo, en la serie Conversaciones con Octavio Paz. Perteneció al Patronato del CGAC (Santiago de Compostela) y fue el organizador de las exposiciones de artistas mexicanos en España (Frida Kahlo, Manuel Álvarez Bravo, Vicente Rojo, etc.), así como de artistas españoles en México (Zush, Broto, Sicilia, Ràfols-Casamada, etc.) Obras suyas –que él llama “agrafismos” – han formado parte de muestras de “poesía visual”. Expuso en la 49º Bienal de Venecia (2001), así como en la Universidad de Concepción (Chile) en 2005. En 2008, comenzó la exhibición de sus Agrafismos por diversas sedes del Instituto Cervantes.",[''],Not in a group,No details,['EXPOSICIONES'],https://www.lacasaencendida.es/exposiciones/exposicion-jose-miguel-ullan-palabras-iluminadas,https://www.lacasaencendida.es/storage/11151/responsive-images/2041-609f-expo_jose_miguel_ullan_th_1___detail_1600_900.jpg,
