,title,artist,date,description,text,tags,group,Duración,event,category,url,image
1264,"150 aniversario de “Alicia en el país de las maravillas""",No definido,18 nov 15 - 5 ene 16,"Celebramos el 150 aniversario de la obra cumbre de Lewis Carroll con una muestra que incluye, entre otros, un ejemplar ilustrado por Salvador Dalí.","La Biblioteca de La Casa Encendida se suma al 150 aniversario de la obra universal de Lewis Carroll Alicia en el país de las maravillas con una muestra en la que podrá verse una colección de 80 ejemplares de la novela publicados desde 1900 hasta la actualidad, incluyendo uno ilustrado por Salvador Dalí.
En paralelo a la muestra, se realizarán dos actividades: el taller de animación a la lectura y la escritura para niños el 20 de noviembre y otro, el 27 del mismo mes, para adultos, “Nos reunimos con Alicia en nuestro Club de Lectura”.",[''],Not in a group,,No details,['EXPOSICIONES'],https://www.lacasaencendida.es/exposiciones/150-aniversario-alicia-el-pais-las-maravillas,https://www.lacasaencendida.es/storage/1470/responsive-images/4989-609f-alicia_pais_maravillas_th___detail_1600_868.jpg
1265,Safari Musical,No definido,5 nov 2015,"El músico Ramón Prendes guiará el paseo por Madrid para disfrutar de la mejor música en nuestra ciudad.
Duración: 2 horas","La música tiene una gran fuerza evocadora. Nos lleva a lugares lejanos en el espacio y en el tiempo, nos inspira. Y, sin embargo… ¡cuántas veces desaprovechamos la oportunidad de vivir estas experiencias! La ciudad nos ofrece, a través de sus músicos urbanos, la posibilidad de alimentarnos de su música en muchos lugares y momentos del día. Únete al Safari Musical Urban TV y déjate llevar sin prisas para conocer una muestra variada de la música que nos regala Madrid.
Además, los asistentes al Safari elegirán a uno de los músicos visitados durante el recorrido para que realice un pequeño concierto en la entrega de premios de Urban TV 2015. Porque nos interesa tu voz y la de la calle.
¡Súmate a esta iniciativa!
Inscripción: confirmar asistencia mandando un email a info@urbantvfestival.org",[''],URBAN TV 2015,2 horas,No details,['SALIDAS'],https://www.lacasaencendida.es/salidas/safari-musical,https://www.lacasaencendida.es/storage/1446/responsive-images/4936-609f-urban_tv_15_safari_musical_th___detail_1600_900.jpg
1266,Café scientifique sobre “Avances tecnológicos ciudadanos”,No definido,4 nov 2015,"Una manera diferente de debatir y proponer junto a ponentes españoles y británicos. ¿Cómo estamos trabajando para mejorar nuestras ciudades?
Duración: 1 hora 30 minutos","Los Cafés Scientifiques son un marco en el que discutir temas científicos de actualidad en un ambiente más informal y accesible que el de una conferencia, invitando al público a participar activamente en el debate. Tras el éxito obtenido en ediciones previas, y dentro de la serie “Ciudades sostenibles”, hemos organizado junto con el British Council este café sobre la mejora de la calidad de vida en la ciudades.
Intervienen: Paul Allen, del Centre for Alternative Technology y Climate Change Commissioner for Welsh Government, dirige el equipo que lleva el proyecto Zero Carbon Britain, y Miguel Jaenicke, Vivero de Iniciativas Ciudadanas.",[''],"Cafés Scientifiques 2015 “Ciudades sostenibles""",1 hora 30 minutos,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/cafe-scientifique-sobre-avances-tecnologicos-ciudadanos,https://www.lacasaencendida.es/storage/1436/responsive-images/4920-609f-cafe_scientifique_avances_tecnologicos_ciudadanos_th___detail_1600_868.jpg
1267,Proyección de “The Wolfpack”,Crystal Moselle,4 nov 2015,"El primer documental de Crystal Moselle se alzó con el Gran Premio del Jurado en la pasada edición de Sundance, donde sorprendió a una audiencia que no podía creer lo que veían sus ojos. Posteriormente la critica internacional ha aclamado esta película que demuestra (con creces) que la realidad supera a la ficción. En esta sesión trataremos la necesidad de socializar frente a los riesgos de la sobreprotección.
Duración: 3 horas","The Wolfpack, de Crystal Moselle. EE. UU., 2015. 80’. VOSE
Los seis hermanos Angulo viven recluidos con sus padres en un pequeño apartamento en el Lower East Side de Manhattan. A pesar de ser adolescentes, nunca han pisado el mundo que va más allá del umbral de su casa. Todas las referencias del mundo exterior les llegan a través de películas que recrean con minucioso detalle en el interior de su apartamento. Sin amigos, más allá de los miembros del clan familiar, sus películas favoritas son un medio para escapar del aislamiento y la soledad, además de permitirles desarrollar su imaginación y sus dotes creativas. El limitado universo de “The Wolfpack”, como ellos se llaman a sí mismos, se ve sacudido cuando uno de los hermanos se escapa y todo cambia de modo irreversible para siempre.
Coloquio: Juan Carlos Calvo es Psicólogo Clínico. Psicoterapeuta reconocido por la F.E.A.P. Terapeuta Gestalt por la E.M.T.G. Master en Psicoterapia Psicoanalítica por la Universidad de Comillas. Análisis, conducción de grupos y creatividad con Francisco Peñarrubia. Formación en Terapia Sistémica y Constelaciones Familiares. Eneagrama y Psicología Integrativa con Claudio Naranjo. Formación en Programación Neurolingüística e Hipnosis Eriksoniana. Colaborador como profesor en varias escuelas de Formación de Terapia Gestalt en España y con la Fundación Claudio Naranjo en los programas de educadores.",[''],Ciclo de cine y debate “Desafíos de la adolescencia”,3 horas,No details,['CINE'],https://www.lacasaencendida.es/cine/proyeccion-wolfpack-crystal-moselle,https://www.lacasaencendida.es/storage/1427/responsive-images/4910-609f-desafios_adolescencia_the_wolfpack_th___detail_1600_868.jpg
1268,Café scientifique sobre “Avances tecnológicos desde la Administración”,No definido,3 nov 2015,"Una manera diferente de debatir y proponer junto a ponentes españoles y británicos. ¿Cómo estamos trabajando para mejorar la vida en nuestras ciudades?
Duración: 1 hora 30 minutos","Los Cafés Scientifiques son un marco en el que discutir temas científicos de actualidad en un ambiente más informal y accesible que el de una conferencia, invitando al público a participar activamente en el debate. Tras el éxito obtenido en ediciones previas, y dentro de la serie “Ciudades sostenibles”, hemos organizado junto con el British Council este café sobre Avances tecnológicos aplicados a las ciudades para mejorar la calidad de vida del ciudadano llevados a cabo desde la administraciónpública/universidades/empresas.
Intervienen: Peter Harper, Head of Research and Innovation at the Centre for Alternative Technology, The Schumacher Institute de Bristol, y Alberto Abella, profesor de Smart Cities, tecnologías abiertas y modelos de negocios alrededor de ecosistemas abiertos y otras tecnologías emergentes en distintas entidades, además de miembro de la comisión de Smart Cities de AMETIC (patronal tecnológica de empresas de IT de España).",[''],"Cafés Scientifiques 2015 “Ciudades sostenibles""",1 hora 30 minutos,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/cafe-scientifique-sobre-avances-tecnologicos-desde-la-administracion,https://www.lacasaencendida.es/storage/1435/responsive-images/4919-609f-cafe_scientifique_avances_tecnologicos_administracion_th___detail_1600_868.jpg
1269,"“Islas Salvajes, las olvidadas del Atlántico”",Juan José Ramos Melo y Germán Pinelo Castro,3 nov 2015,"Un documental financiado por mecenazgo participativo con la participación de más del 150 mecenas a través de la plataforma Verkami.
Duración: 2 horas","Islas Salvajes, las olvidadas del Atlántico, de Juan José Ramos Melo y Germán Pinelo Castro. España, 2015. 35’. VOSE
A medio camino entre las islas Canarias y Madeira, se encuentran las islas Salvajes, un pequeño y deshabitado archipiélago portugués que alberga algunas de las principales colonias de cría de aves marinas del Atlántico. Un lugar realmente desconocido para el público y una joya para los amantes de la naturaleza.
Miles de pardelas cenicientas, petreles del Bulwer, paiños pechialbos, paiños de Madeira y charranes de varias especies son algunos de sus habitantes, junto a invertebrados y plantas exclusivas a nivel mundial y unos fondos marinos que sorprendieron al propio Jacques Cousteau, quien dijo de ellas: “Estas islas tenían las aguas más limpias y transparentes que jamás haya visto”.
Un paraíso para la vida salvaje y refugio para algunas de las más singulares especies de fauna y flora de la macaronesia.
Un auténtico laboratorio de la evolución que hubiera fascinado a Darwin. Un documental de vida salvaje basado en la experiencia de aquellos que han trabajado y estudiado este rincón del Atlántico, dotado de imágenes inéditas de especies únicas a nivel mundial.",[''],Pajareros 2015,2 horas,No details,['CINE'],https://www.lacasaencendida.es/cine/islas-salvajes-las-olvidadas-del-atlantico-juan-jose-ramos-melo-y-german-pinelo-castro,https://www.lacasaencendida.es/storage/1402/responsive-images/4866-609f-pajareros_islas_salvajes-_th___detail_1600_900.jpg
1270,Encuentro con autores: José Ardillo,No definido,3 nov 2015,"Año 2098 en la península Ibérica: el agotamiento de los combustibles fósiles, el enrarecimiento del agua dulce y la alegre inmolación de otros bienes naturales han llevado a la humanidad a ser regida por un férreo ecofascismo —una burocracia de los recursos— que tiene como primer objetivo administrar la penuria y, como segundo y no menos importante, hacer trabajar a los pobres en un mundo donde ya no quedan ni las ruinas de la ilusión.
Duración: 2 horas","José Ardillo, pseudónimo de José Antonio García, nació en Madrid en 1969 y vive actualmente en Francia. El salario del gigante, publicada en 2011, es la primera novela de un autor que ya cuenta con otras dos nuevas obras: La repoblación (2013) y Buenos días Sísifo (2014). En el campo del ensayo pueden destacarse Las ilusiones renovables (2007) y Ensayos sobre la libertad en un planeta frágil (2014).
El salario del gigante nos traslada a una posible España (y a un posible mundo) de finales del siglo XXI, donde el agotamiento de los combustibles fósiles, el enrarecimiento del agua dulce y el agotamiento de otros recursos naturales han llevado a la humanidad a ser regida por un férreo ecofascismo –una burocracia de los recursos– que tiene como primer objetivo administrar la penuria y como segundo, y no menos importante, hacer trabajar a los pobres en un mundo donde no quedan ni las ruinas de la ilusión.
La distopía que presenta la novela se hace referencia a clásicos como Un mundo feliz, de Aldous Huxley, 1984, de George Orwell, y Fahrenheit 451, de Ray Bradbury.
Este encuentro se celebra en colaboración con el Ecoclub de lectura ( y ) y se enfoca hacia un autor y una obra que ponen sobre la mesa la crisis del medio ambiente y de recursos naturales como la energía y el agua.",[''],Encuentro con autores 2015,2 horas,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/encuentro-autores-jose-ardillo,https://www.lacasaencendida.es/storage/1453/responsive-images/4943-609f-encuentro_autores_jose_ardillo_th___detail_1600_900.jpg
1271,"""Play""",Ruben Östlund,1 nov 2015,"Una película que inflama cuestiones relativas a la constelación del poder y a la construcción de la identidad nacional, intensificando el debate sobre la responsabilidad en la representación del racismo.
Duración: 2 horas","Play, de Ruben Östlund. Dinamarca/Francia/Suecia, 2011. 118’. DCP. VOSE
Observación sagaz basada en casos reales de bullying. En Gotemburgo, un grupo de jóvenes, de entre 12 y 14 años, robaron a otros niños en unas 40 ocasiones entre 2006 y 2008. Los ladrones utilizaban un elaborado sistema denominado ‘número del hermano pequeño’ o ‘truco del hermano’, en el que hacían uso de un avanzado juego de rol y de una retórica de banda más que de la violencia física.
Sesión del sábado 21: coloquio posterior con Ruben Östlund.",[''],Cine contemporáneo. Ruben Östlund,2 horas,No details,['CINE'],https://www.lacasaencendida.es/cine/play-ruben-ostlund,https://www.lacasaencendida.es/storage/1426/responsive-images/4909-609f-ruben_ostlun_play_th___detail_1600_900.jpg
1272,"""Fuerza mayor (Turist)""",Ruben Östlund,31 oct 2015,"Una irónica disección de la institución familiar que induce al espectador a cambiar sus juicios morales para ponerse en el papel de cada uno de los protagonistas.
Duración: 2 horas","Fuerza mayor (Turist), de Ruben Östlund. Dinamarca/Francia/Noruega/Suecia, 2014. 120’ DCP. VOSE
Una familia va a esquiar a los Alpes. Cuando están en un restaurante se produce una avalancha y todo el mundo es presa del pánico. Ebba, la madre, llama a su esposo Tomas para que le ayude a proteger a sus hijos, pero este ha huido para salvar su vida. La avalancha se detiene sin ocasionar daños; sin embargo, el universo familiar no volverá a ser el mismo.",[''],Cine contemporáneo. Ruben Östlund,2 horas,No details,['CINE'],https://www.lacasaencendida.es/cine/fuerza-mayor-turist-ruben-ostlund,https://www.lacasaencendida.es/storage/11812/responsive-images/4906-609f-ruben_ostlun_fuerza_mayor_th_0___detail_1600_900.jpg
1273,“Viento”,Madam Bach,31 oct 2015,"Un espectáculo de los sentidos.
Duración: 1 hora","Viento es un espectáculo de los sentidos, un viaje con el viento, donde cada soplo abre una puerta a las grandes preguntas de la vida. Un viaje sensorial y visual entre la brisa caliente del verano y la violenta tormenta.
Edad recomendada: de 2 a 7 años.",[''],En Familia: Noviembre 2015,1 hora,No details,['ESCÉNICAS'],https://www.lacasaencendida.es/escenicas/viento-madam-bach,https://www.lacasaencendida.es/storage/1440/responsive-images/4928-609f-en_familia_noviembre_2015_viento_th___detail_1600_900.jpg
1274,Taller Descubriendo la luz para niños de 8 a 12 años,No definido,31 oct 2015,"La óptica está presente en multitud de aspectos de nuestro día a día y sin embargo hay muchas cuestiones relacionadas con ella con las que no estamos familiarizados.
Duración: 3 horas","A través de juegos y experimentos, los participantes encontrarán de forma fácil y divertida repuestas a cuestiones del tipo: ¿Cómo funciona el ojo?, ¿qué es una fibra óptica?, ¿cuáles son los colores básicos? Además podrán entender conceptos como: la refracción y la reflexión de la luz entre otros.
Entre los juegos y experimentos propuestos se encuentran:
Trazado de rayos: en este juego se describen los fenómenos de refracción y reflexión. Se enseñan diferentes tipos de lentes, espejos y prismas y se muestra cómo funcionan distintos instrumentos ópticos, como el periscopio y el telescopio.
Color: ¿es la luz blanca, o tiene muchos colores?, ¿qué ocurre cuando mezclamos diferentes colores? En esta actividad se explican los conceptos del color de la luz mediante la suma y resta de colores y descomposición de la luz blanca.
Óptica visual: en esta actividad se analiza el ojo como sistema óptico, describiendo sus diferentes partes y cómo nos permiten ver. Además, se mostrará en que consiste la miopía y la hipermetropía, y cómo es posible corregirlas.
Comunicaciones ópticas: La transmisión de luz a través de materiales tiene muchas aplicaciones. En esta actividad se explica qué es una fibra óptica y cómo se transmite la luz en su interior. Mediante un experimento, se demuestra cómo transmitir información usando la luz. Además, se recrea el experimento de Tyndall de transmisión de luz en agua.",[''],Año Internacional de la Luz,3 horas,No details,['EN FAMILIA'],https://www.lacasaencendida.es/en-familia/taller-descubriendo-la-luz-para-ninos-8-12-anos,https://www.lacasaencendida.es/storage/1399/responsive-images/4860-609f-luz_taller_infantil_th___detail_1600_900.jpg
1275,Sesión Paco Alcázar y Mal Amigo,No definido,29 oct 2015,"El dibujante de cómics Paco Alcázar repasará su carrera paralela como grabador compulsivo de música en casa desde 1994 hasta hoy.
Duración: 2 horas","Grupos inventados, discos fantasmas, discográficas de estar por casa... Desde las casetes hasta el Bandcamp, Paco Alcázar hablará de sus experiencias como víctima de una neurosis que le ha llevado a grabar decenas de discos semiprivados. Todo ilustrado con imágenes de sus instrumentos, métodos de grabación, portadas, cintas, CD-R's y los vídeos que ha hecho para ilustrar su música con material sacado de Youtube.
Paco Alcázar (1970) empezó su carrera de dibujante en los años 90 y desde entonces ha publicado varias recopilaciones de sus historias, caracterizadas por un humor negro y surrealista. Entre 2005 y 2014 dibujó en la revista El Jueves las historias de su personaje Silvio José. Actualmente colabora regularmente en varios medios (Orgullo y Satisfacción, Cinemanía, Mongolia, Rockdelux) y alterna su faceta de historietista con la de ilustrador y músico.",[''],Sala Sapiens,2 horas,No details,"['ENCUENTROS', 'CINE']",https://www.lacasaencendida.es/encuentros/sesion-paco-alcazar-y-mal-amigo,https://www.lacasaencendida.es/storage/1393/responsive-images/4852-609f-sala_sapiens_paco_alcazar_mal_amigo_th___detail_1600_900.jpg
1276,Sexta sesión. “Nuevas formas de violencia en Centroamérica: la respuesta a debate”,No definido,29 oct 2015,"Crisis olvidadas II: El crimen y la violencia son, en la actualidad, dos de los principales retos a los que se enfrenta Centroamérica. Tras más de una década desde que finalizaron los conflictos civiles internos que afectaron a países como El Salvador, Nicaragua o Guatemala, América Central se ha transformado en un terreno fértil para el surgimiento de nuevas formas de violencia urbana y de actividad criminal.
Duración: 2 horas","Las pandillas callejeras, popularmente conocidas como “maras”, se han convertido en una preocupación compartida en toda Centroamérica. Esto es fruto de una serie de factores económicos y sociales que, vinculados a los efectos de un pasado de conflictos armados y desastres naturales, han contribuido al establecimiento de una cierta cultura de la violencia.
Esto ha llevado al debilitamiento de instituciones y a un desmembramiento del tejido social, reduciendo oportunidades como educación, empleo y participación en la vida pública de una generación de jóvenes.
19.00 h Proyección del documental Honduras. La mara vida, de Jon Sistiaga. España, 2014. 57’. Un largometraje que recoge el horror cotidiano que se vive en las calles de las principales ciudades hondureñas, dominadas por las “maras”, bandas de jóvenes extremadamente violentos que dominan la actividad ilegal del tráfico de drogas por toda la nación.
20:00 h. Mesa redonda con: Carles Feixa. Catedrático de Antropología Social en la Universidad de Lleida, experto en el estudio de las culturas juveniles. Jon Sistiaga. Licenciado en Periodismo y doctorado en Relaciones Internacionales por la Universidad del País Vasco.",[''],Ciclo de debate y análisis “Crisis olvidadas II: haciendo visible lo invisible”,2 horas,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/sexta-sesion-nuevas-formas-violencia-centroamerica-la-respuesta-debate,https://www.lacasaencendida.es/storage/6328/responsive-images/4840-609f-crisis_olvidadas_2_violencia_centroamerica_th___detail_1600_900.jpg
1277,"“La luz y sus mil y una aplicaciones en iluminación”, por M.ª del Mar Gandolfo",No definido,29 oct 2015,"¿Cómo puede ayudar la iluminación a mejorar las vidas de las personas?
Duración: 1 hora 30 minutos","La generación de luz y su utilización para iluminar espacios han recorrido un largo camino desde el momento en que el hombre aprendió a controlar el fuego y a utilizar las primeras antorchas, como luz portátil, hasta llegar al estado actual de las fuentes de luz de última tecnología: LED y OLED.
En esta conferencia repasaremos brevemente los hitos más relevantes de esta evolución, los distintos modos de generar luz (térmico, incandescente o electroluminiscente). El desarrollo alcanzado no ha permitido llevar la iluminación mucho más allá de lo que jamás imaginamos. Así, mostraremos cómo la iluminación puede ayudar a mejorar las vidas de las personas, presentando ejemplos de lo que la luz puede hacer en hospitales, colegios, oficinas, hogar y, por último, cómo la iluminación puede ayudar a curar enfermedades mediante terapias con luz.
Ponente: María del Mar Gandolfo de Luque, de Philips Lighting University.",[''],Año Internacional de la Luz,1 hora 30 minutos,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/la-luz-y-sus-mil-y-una-aplicaciones-iluminacion-m-del-mar-gandolfo,https://www.lacasaencendida.es/storage/1398/responsive-images/4858-609f-luz_iluminacion_th___detail_1600_900.jpg
1278,"""730 días""","Abraham Hurtado + ""Idiots""",28 oct 2015,"AADK Spain es una plataforma artística internacional que desarrolla proyectos de investigación y creación contemporánea. Una de las principales vías de desarrollo de estos proyectos es a través del programa de residencias en el Centro Negra de Blanca, Murcia. En esta sesión se presentarán dos obras surgidas de este programa.
Duración: 2 horas 30 minutos","El objetivo de dicho programa de AADK Spain es crear un espacio para la experimentación en torno a los conceptos cuerpo, espacialidad y territorio de forma innovadora y socialmente comprometida. Asimismo quiere conectar espacios con distintos modelos de producción de arte y pensamiento, los centros con las periferias y diseminar el trabajo de investigación que se desarrolla dentro de sus programas. Con la presentación del documental y la performance se inicia la colaboración con centros destinados a la investigación artística y creación contemporánea en Madrid.
21.00 h. Entrada libre
730 días, de Abraham Hurtado. 30’
Realización: Pablo Jordán.
22.00 h. 5 €
Idiots, de Björn Säfsten. 45’
El idiota, en su inconsciente transgresión de las normas, desvela al resto cómo la propia norma se ha ido construyendo. El cuerpo no es sólo el portador de una multitud de representaciones, sino también un instrumento para la re-escritura de ellos. En este sentido, Idiots explora los procesos y perversiones de la danza.",[''],Escénicas en La Casa. Octubre 2015,2 horas 30 minutos,No details,['ESCÉNICAS'],https://www.lacasaencendida.es/escenicas/730-dias-abraham-hurtado-idiots-bjorn-safsten,https://www.lacasaencendida.es/storage/11811/responsive-images/4875-609f-escenicas_casa_octubre_2015_730_dias_idiots_th_0___detail_1600_900.jpg
1279,"Conferencia “Los Balcanes, 20 años después: de Srebrenica a las refugiadas y refugiados de Siria”",No definido,28 oct 2015,"20 años después del genocidio de Srebrenica, los países de la antigua Yugoslavia afrontan las consecuencias económicas, sociales y culturales de las guerras y de la posguerra con rupturas –visibles y ocultas– en el concepto de “países vecinos” y en la idea de Europa, así como en la respuesta social y estatal ante el flujo de personas refugiadas, principalmente de Siria.
Conferencia enmarcada en el Ciclo “Mujeres contra la impunidad”.
Duración: 2 horas","En mayo de 2015, previo a la conmemoración del 20º aniversario del genocidio de Srebrenica –que intensificó el debate político y la oposición a considerarlo como tal–, tuvo lugar en Sarajevo el Tribunal de las Mujeres: una alternativa a la lucha contra la impunidad de los crímenes de guerra cometidos en los países de la antigua Yugoslavia y, a la vez, una interpretación feminista sobre los nuevos paradigmas de la justicia y de la seguridad humana.
El Tribunal de las Mujeres confirmó que el sistema legal, ni en el nivel nacional ni en el internacional, satisfizo las necesidades de justicia de las mujeres. Se ignoró la profundidad de los efectos diferenciales de la guerra en sus cuerpos y en sus vidas, así como las implicaciones de la pérdida de miembros de sus familias, el desplazamiento forzado y la inseguridad.
El Tribunal se constituyó en un espacio de las mujeres como sujetos de justicia, incardinado en los esfuerzos para promover un nuevo marco legal en la región, cuyo fin es garantizar el apoyo psico-social y la reparaciones para las mujeres, así como para los hombres, sobrevivientes de violencia sexual.
Mientras los países de la península balcánica están inmersos en los debates y en las consecuencias de la guerra y la posguerra, se han convertido en la principal puerta de entrada a Europa para las personas refugiadas de Siria y de otros países en conflicto.",[''],Ciclo de conferencias “Mujeres contra la impunidad” 2015,2 horas,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/conferencia-los-balcanes-20-anos-despues-srebrenica-las-refugiadas-y-refugiados-siria,https://www.lacasaencendida.es/storage/1408/responsive-images/4876-609f-balcanes_20_anos_despues_th___detail_1600_900.jpg
1280,De la teoría a la práctica (I): la transformación del entorno.,No definido,28 oct 2015,"El urbanismo ecológico y sus instrumentos de ordenación del medio urbano, como la supermanzana y el urbanismo a tres niveles, y de las infraestructuras verdes. Propuestas para mejorar la habitabilidad.
Duración: 3 horas","Como continuación a la sesión anterior del ciclo enmarcado en el curso La transformación socioecológica de los entornos urbanos, aterrizamos desde los modelos conceptuales y teóricos del modelo de ciudad deseable a herramientas prácticas y reales de transformación del medio urbano. Concretamente hablaremos del urbanismo ecológico y sus instrumentos de ordenación del medio urbano, como la supermanzana y el urbanismo a tres niveles, y de las infraestructuras verdes. Ambos instrumentos parten de identificar los entornos urbanos como socioecosistemas, y como tales, buscan maximizar la eficiencia en el consumo de recursos y la autosuficiencia y, en consecuencia, la resiliencia del sistema, a través del mantenimiento de los servicios de los ecosistemas (incluido el urbano) que contribuyen al bienestar del ser humano.
Intervienen: Salvador Rueda, director de la Agencia de Ecología Urbana de Barcelona y Rafael Córdoba Hernández, profesor del Departamento de Urbanística y Ordenación del Territorio de la ETSAM (UPM).
Coordina: Marta Suárez, David Alba y Juan Carlos Barrios de Transitando.",[''],La transformación socioecológica de los entornos urbanos,3 horas,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/la-teoria-la-practica-i-la-transformacion-del-entorno,https://www.lacasaencendida.es/storage/1415/responsive-images/4890-609f-transformacion_socioecologica_teoria_practica_th___detail_1600_868.jpg
1281,Quinta sesión. “¿Quién medica a los enfermos olvidados? (II)”,No definido,27 oct 2015,"Crisis olvidadas II: “Solo el 4% de los 850 nuevos fármacos y vacunas aprobadas en los últimos 12 años iban destinados a enfermedades olvidadas”, según el informe realizado por Medicamentos para Enfermedades Olvidadas (DNDI). La enfermedad del sueño, paludismo, leishmaniasis, dengue, úlcera de Buruli, chagas o cólera; todas ellas representan el 11% de la carga mundial de enfermedad y afectan a más del 80% de la población del planeta.
Duración: 2 horas","Hablamos de enfermedades prevenibles, tratables y, en muchos casos, curables, que acaban con la vida de miles de personas que permanecen invisibilizadas.
19.00 h Proyección del documental Investigación médica: Houston, tenemos un problema, dirigido por Álvaro Toepke y producido por Salud por Derecho. España, 2015. 51’. VOSE. Visión crítica sobre el actual modelo de investigación médica que niega el desarrollo de medicamentos que muchas personas en el mundo necesitan. Expertos y líderes de opinión mundiales ofrecen datos esclarecedores sobre esta situación, que incomoda a la industria farmacéutica.
20.00 h Mesa Redonda con: • Bernardo García, director de Anesvad. • Juanjo de los Santos, representante en España de la Fundación Mundo Sano.
21.00 h Debate/preguntas del público
21.30 h Fin
Moderador: Emilio de Benito. Redactor de Sociedad/Salud, El País",[''],Ciclo de debate y análisis “Crisis olvidadas II: haciendo visible lo invisible”,2 horas,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/quinta-sesion-quien-medica-los-enfermos-olvidados-ii,https://www.lacasaencendida.es/storage/6327/responsive-images/4837-609f-crisis_olvidada_2_enfermos_olvidados_th___detail_1600_900.jpg
1282,“Emptying the Skies”,Douglas Kass y Roger Kass,27 oct 2015,"La fascinación que para algunas personas despiertan las aves pueda explicarse como consecuencia del sueño de los humanos por volar. En colaboración con SEO/BirdLife, os ofrecemos este ciclo de documentales que tiene como protagonistas a las aves y a las personas que, como profesionales o como aficionados, dedican parte de su vida a conocerlas y protegerlas.
Duración: 2 horas","Emptying the Skies, de Douglas Kass y Roger Kass. EE. UU., 2013. 78’. VOSE
Basada en el ensayo publicado por el afamado novelista Jonathan Franzen en The New Yorker, Emptying the Skies retrata la desenfrenada caza furtiva de aves canoras migratorias en el sur de Europa. Las poblaciones de estas aves han descendido drásticamente desde hace varias décadas y algunas especies están ya en peligro de extinción.
El documental explora la impresionante historia de estas pequeñas aves que vuelan alrededor de todo el mundo, millones de las cuales son sacrificados ilegalmente cada año por grandes sumas de dinero en el mercado negro.
Un escuadrón de intrépidos amantes de las aves arriesgan sus vidas mientras libran una guerra secreta contra los cazadores furtivos para interrumpir la caza ilegal y liberar de sus trampas la mayor cantidad posible de aves.",[''],Pajareros 2015,2 horas,No details,['CINE'],https://www.lacasaencendida.es/cine/emptying-skies-douglas-kass-y-roger-kass,https://www.lacasaencendida.es/storage/1406/responsive-images/4871-609f-pajareros_emptying_skies_th___detail_1600_900.jpg
1283,Donas Móviles + concierto de Elsa de Alfonso (& Evripidis Sabatis),No definido,25 oct 2015,"Clausuramos el festival con el surrealismo de rave teatral de Donas Móviles y el pop piscodélico y andrógino de las canciones de Elsa de Alfonso (& Evripidis Sabatis).
Duración: 2 horas 30 minutos","En Donas Móviles el surrealismo es el vehículo que lleva a dos mujeres vestidas de rojo, Marta Belenguer y Lorena Lopez, a plantear situaciones paradójicas sobre la condición femenina, y a poner en tela de juicio clichés y estereotipos, riéndose hasta de su sombra. Como buen remake de los 90, no faltan las hombreras, la música de baile y los cigarritos en escena.
Elsa de Alfonso, activista incansable del underground, se marcará una sarta de canciones de pop psicodélico con el carisma de una cantante de crucero andrógina. Le acompaña Evripidis Sabatis al piano -colaborador habitual de Extraperlo, Le Pianc e Internet 2-, con quien ha preparado un repertorio de temas clásicos -de La Lupe a Serge Gainsbourg, pasando por Carlos Berlanga- digno de un piano-bar crepuscular.",[''],Princesas y Darth Vaders 2015,2 horas 30 minutos,No details,"['ESCÉNICAS', 'CINE']",https://www.lacasaencendida.es/escenicas/donas-moviles-concierto-elsa-alfonso-evripidis-sabatis,https://www.lacasaencendida.es/storage/1385/responsive-images/4841-609f-princesas_darth_vaders_2015_donas_moviles_th___detail_1600_900.jpg
1284,"Vermú, prensa y blablablá II",No definido,25 oct 2015,"Si la realidad es una tragicomedia, el periodismo puede ser una sesión de stand up.
Duración: 1 hora 30 minutos","¿Quién no recuerda esas tertulias decimonónicas de café, copa y puro? Nadie de quienes no las vivieron, pero quienes las han leído las añoran. Presentamos aquí un nuevo formato irreverente para comentar la actualidad: “Vermú, prensa y blablablá”, en el que cuatro comunicadores de excepción tomarán la prensa del mismo día y le darán su visión ácida y personalísima.
Invitados:
Bob Pop lee novelas y las escribe muy despacio. Ha colaborado en 'Hoy por Hoy' (Cadena SER), Público, La Marea y en la actualidad participa el programa de Andreu Buenafuente, escribe sobre televisión en LECTURAS y Mongolia.
Eva Belmonte: La mayor parte de su carrera la desarrolló en elmundo.es, donde aprendió a adorar el periodismo digital, aunque también ha colaborado en medios como La Marea. La lectura diaria del BOE le devuelve a la tierra y a su blog, “El BOE nuestro de cada día”, donde intenta traducir y contextualizar las decisiones más relevantes que se publican en el boletín.",[''],Princesas y Darth Vaders 2015,1 hora 30 minutos,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/vermu-prensa-y-blablabla-ii,https://www.lacasaencendida.es/storage/1384/responsive-images/4839-609f-princesas_darth_vaders_2015_vermu_2_th___detail_1600_900.jpg
