,title,artist,date,description,text,tags,group,event,category,url,image,Duración
97,Odete,No definido,7 ago 2022,"Sus sets son una mezcla de bandas sonoras anime con mucho reverb, voces distorsionadas que narran historias de desamor, canto de ópera sin técnica y future sounds.","Describe su música como una filosofía para una juventud cansada, un guerrero fantasma que se hace visible a través de sus mezclas. El fracaso, el silencio, la ruptura y el vacío están en la base de su dramaturgia queer.
Artista multidisciplinar, Odete (Oporto, 1995) desarrolla su trabajo en los campos de la música, las artes visuales, la performance y el teatro. Su trabajo es explícitamente autobiográfico marcando la relación entre lo personal y lo político. En 2022 ha publicado su último single ‘Extraño’ con Paul Marmota. A lo largo de su trayectoria ha publicado los EP y álbumes “The Consequences of a blood language”, ""Water Bender"" (New Scenery, 2020), ""To those who are paranoid broken bored"" (Self-release, 2019) y ""Amarração"" (Rotten:Fresh). Forma parte de la ""Plataforma SHAPE"" 2021-2022 de música innovadora financiada por el programa ""Europa Creativa"" de la Unión Europea. Ha ganado recientemente el premio ReXform de artes escénicas, presentando el proyecto ""On Revelations and Muddy Becomings"" en el MAAT y en colaboración con la bienal BoCA.",[''],La Terraza Magnética 2022. Criaturas Vulnerables,No details,['CONCIERTOS'],https://www.lacasaencendida.es/conciertos/odete,https://www.lacasaencendida.es/storage/6099/responsive-images/13806-609f-odete_nt___detail_1600_900.jpg,1 hora
98,‘Secuestradores de cuerpos’,Abel Ferrara,6 ago 2022,"Tercera adaptación de la novela corta de Jack Finney, Invasión. Los ladrones de cuerpos, que, haciendo uso de la metáfora de la invasión alienígena, consigue desentrañar las inquietudes y miedos de su momento histórico.","Secuestradores de cuerpos, de Abel Ferrara. EEUU, 1993. 87’
La familia Malone se instala en una base militar en Alabama donde no tardan en notar que los soldados se comportan de forma extraña y, poco a poco, los vecinos y amigos también. Una de las hijas de los Malone sospechará que unos alienígenas están reemplazando a sus conocidos.
Abel Ferrara (Nueva York, 1951) nació en el barrio neoyorquino de El Bronx en el seno de una familia de inmigrantes italo-irlandeses. Desde adolescente se interesó por el mundo del cine y se dedicó a filmar cortos en Super-8. A partir de la década de los setenta empezó a trabajar con el guionista Nicholas St. John, con quien creó grandes obras de culto como Ángel de la venganza (1981), China Girl (1987), El rey de Nueva York (1990) y The Addiction (1995). Ferrara alcanzó la cúspide de la fama con Teniente corrupto (1992) tras la que dirigió Secuestradores de cuerpos. A sus 68 años dirigió el documental The Projectionst (2019), estrenado en el Festival de Tribeca.",[''],La Terraza Magnética 2022. Criaturas Vulnerables,No details,['CINE'],https://www.lacasaencendida.es/cine/secuestradores-cuerpos-abel-ferrara,https://www.lacasaencendida.es/storage/6083/responsive-images/13793-609f-secuestradores_cuerpos_abel_ferrara_nt___detail_1600_900.jpg,1 hora 30 minutos
99,Bella Báguena,No definido,31 jul 2022,"Imaginería pop, texturas orgánicas, luces, reverberaciones sonoras, el mar y el agua, hormonas, lágrimas, historias de amor y drama forman parte del universo de Bella.","En sus directos crea una conexión cercana entre su experiencia emocional y el espectador; un canal de honestidad con el que comunicarse donde no importa si las herramientas utilizadas son las palabras o las formas, la expresión corporal, o la energía de la voz.
Bella Báguena es una artista valenciana transfemenina que trabaja con diferentes disciplinas como la música, la performance, el vídeo y otros medios. Su producción artística se genera a través de un proceso intuitivo y emocional, utilizando su voz y su movimiento corporal, así como objetos, espacios y tecnologías, para crear piezas sonoras, de video, escultóricas o performativas en las que la expresión emocional y de pensamiento son clave.
Bella Báguena ha actuado en CCCB (Barcelona), Palais de Tokyo, (Paris), Askip (Nantes) La Station (Paris), Boiler Room x MARICAS (Off Sonar. Barcelona).",[''],La Terraza Magnética 2022. Criaturas Vulnerables,No details,['CONCIERTOS'],https://www.lacasaencendida.es/conciertos/bella-baguena,https://www.lacasaencendida.es/storage/6097/responsive-images/13805-609f-bella_baguena_nt___detail_1600_900.jpg,1 hora
100,‘Demons’,Lamberto Bava,30 jul 2022,Un grupo de personas es invitado al preestreno de una película de terror. Lo que no saben es que la película cobrará vida y los horrores de la pantalla no serán nada comparados con los horrores en la sala.,"Demons, de Lamberto Bava. Italia, 1985. 88’
En el Berlín oeste, un extraño tipo con la cara medio tapada por una máscara de metal, invita a Cheryl y a su amiga Kathy a asistir a una película en el cine Metropol. Se proyecta un filme de miedo, en el cual algunos jóvenes penetran en las grutas que hay bajo un cementerio y hallan y profanan la tumba de Nostradamus, quedando víctimas de una maléfica máscara descubierta en dicha tumba. Una joven es atacada por una máscara idéntica que está expuesta en la entrada del cine y empieza a mutar en una terrible criatura que ataca a los otros invitados, convirtiéndolos en muertos vivientes hambrientos de carne humana.
Lamberto Bava (Roma, 1944), hijo de la figura fundamental del giallo, Mario Bava, y protegido de Dario Argento, es director, productor y guionista de cine italiano especializado en cine de terror y películas fantásticas. Después de haber codirigido junto a su padre, La venere d´ille (1980), una producción televisiva, en el mismo año de su muerte, realiza su ópera prima Macabro. Entre 1985 y 1986 dirigió con la ayuda en producción de Dario Argento, una de las mejores sagas del cine de terror, Demons. Aunque destaca por sus trabajos de cine giallo, Cuchillos en la oscuridad (1983), Crímenes en portada (1987) y Puzzle mortal (1992).",[''],La Terraza Magnética 2022. Criaturas Vulnerables,No details,['CINE'],https://www.lacasaencendida.es/cine/demons-lamberto-bava,https://www.lacasaencendida.es/storage/6081/responsive-images/13791-609f-demons_lamberto_bava_nt___detail_1600_900.jpg,1 hora 45 minutos
101,Iniciación al ikebana,No definido,16 jun 2022,El ikebana es una filosofía japonesa que utiliza las flores como medio de expresión y conexión con el universo. ,"El tercer taller del ciclo propone explorar el arte floral de una forma amplia, incluyendo tanto el ikebana como otros diseños florales. Durante el curso, cada alumno podrá crear su propio arreglo. Utilizarán flores y ramas de la temporada y, para la técnica, enseñarán cómo utilizar el kenzan o faquir floral.
Impartido por Alex Molina, director de la Escuela de Arte Savia Bruta. Un taller especializado en el diseño floral orgánico e innovador, inspirados en el mundo vegetal y la conversación artística que nos rodea. ",[''],LILIPOT | Micronaturalezas Domésticas,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/iniciacion-ikebana,https://www.lacasaencendida.es/storage/6050/responsive-images/13724-609f-ikebana_1_nt___detail_1600_900.jpg,2 horas
102,Encuentro #Junio de Venecia. Club de lectura,No definido,16 jun 2022,"""Camila está hecha de pequeños delitos. Primero a la madre, a las tías y primas, después a mis compañeras de baile y después a los clientes. Sobre todo a los clientes.""","La sesión de junio del club de lectura VENECIA está dedicada a la novela Las malas de Camila Sosa Villada: ""un rito iniciático, un cuento de hadas y de terror, un retrato de grupo, un manifiesto explosivo, una visita guiada a la imaginación de su autora y una crónica distinta a todas"". Con ella nos adentraremos en la muestra comisariada por Núria G. Gabriel dentro de Inéditos 2022, que toma prestado su título para indagar en la idea de maldad como forma de pensamiento que estructura sociedades, a través de sus miedos y deseos.
Para acudir a la sesión es recomendable haber leído Las malas de Camila Sosa Villada (Tusquets, Barcelona, 2020), que puedes encontrar en las bibliotecas públicas de la ciudad y la Comunidad de Madrid o en tu librería de barrio favorita.
Las sesiones del club son independientes y gratuitas. Para asistir a esta actividad, es necesario registrarse en el botón Entradas. Si quieres formar parte de la comunidad y recibir los relatos e información continuada del Club Venecia, ponte en contacto con exposicioneslce@montemadrid.es.
Coordinan: Manuela Pedrón Nicolau y Jaime González Cela.",[''],Venecia. Club de lectura,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/encuentro-junio-de-venecia-club-de-lectura-1,https://www.lacasaencendida.es/storage/6066/responsive-images/13768-609f-la_casa_encendida_ineditos_las_malas_nt___detail_1600_1066.jpg,2 horas
103,Cine Contemporáneo en verano,No definido,15 jun - 25 jun 2022,"Una selección de seis películas de Cine Contemporáneo que han pasado por nuestra sala de cine esta temporada. Si no pudiste verlas, ahora las puedes disfrutar desde donde quieras en el canal de La Casa Encendida en Filmin.","Fantasía, de Aitor Merino. España. 2021. 100’
Los Merino Unzueta se embarcan en un crucero por el Mediterráneo. Una excusa para que Aitor comience a filmar un íntimo y honesto retrato de su familia, que se prolongará durante varios años.
Como el cielo después de llover, de Mercedes Gaviria. Colombia. 2020. 76’
Pasado y presente, cine profesional y cine doméstico se dan cita en el debut en el largometraje de Mercedes Gaviria. Una película metacinematográfica en la que la cineasta filma a su padre, Víctor, durante el rodaje de La mujer del animal. Estas imágenes dialogan con las películas familiares que el propio Víctor ha grabado a lo largo de su vida.
Film About a Father Who, de Lynne Sachs. Estados Unidos, 2020. 74’
Un intento por entender los lazos que unen a una hija con su padre y a una hermana con sus hermanos. Conforme va avanzando en la exploración de este hombre aparentemente incognoscible, Sachs descubre más de su padre de lo que jamás habría pensado encontrar.",[''],Not in a group,No details,"['ONLINE', 'CINE']",https://www.lacasaencendida.es/contenido-online-actividades/cine-contemporaneo-verano,https://www.lacasaencendida.es/storage/6071/responsive-images/13782-609f-cine_contemporaneo_futuro_imperfecto_nt___detail_1600_900.jpg,
104,Evolución de la violencia del Triángulo Norte centroamericano,No definido,15 jun 2022,"En esta sesión hacemos un repaso sobre otros tipos de violencia no “convencional” que tienen lugar en la región del Triángulo Norte, las causas y las consecuencias políticas, sociales, migratorias y humanitarias.","A pesar de no ser considerada como una guerra, la situación en el Triángulo Norte Centroamericano (El Salvador, Honduras y Guatemala) es crítica. En este escenario en el que están involucrados numerosos actores (los Estados, las maras, los cárteles del narcotráfico y, más recientemente, la seguridad privada), se concentró más del 40 % de muertes violentas registradas en el año 2020.
Siendo una región históricamente convulsa con guerras interestatales, guerras civiles, guerrillas y golpes de Estado, tras un proceso de pacificación que se llevó a cabo en la década de 1990 la violencia en la región se ha transformado de violencia política a violencia criminal. No obstante, existen expertos/as que defienden que lo que ha cambiado no es la violencia en sí, sino la forma en la que se percibe.
Intervienen:
Jordi Raich Curcó, estudió Derecho y Relaciones Internacionales en la School of Oriental and African Studies de la Universidad de Londres. Es experto en ayuda humanitaria, escritor de la obra “El espejismo humanitario” y ha sido jefe de múltiples delegaciones del CICR.
Sandra Ferrer, jefa de Implementación de Programas en Plan International.",[''],Conflictos armados y escenarios de tensión,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/evolucion-violencia-triangulo-norte-centroamericano,https://www.lacasaencendida.es/storage/6022/responsive-images/13694-609f-otras_situaciones_violencia_triangulo_norte_centroamericano_nt___detail_1600_900.jpg,1 hora 30 minutos
105,"Kusamono en ""objetos encontrados""",No definido,15 jun 2022,"El término Kusamono (草物) proviene de los caracteres japoneses “hierba” y “cosa” y se podría traducir como “hierbajo” o “planta corriente”. Se trata de un arreglo vegetal formado por plantas silvestres que pone el énfasis en las estaciones del año. Su origen está en las plantas de acento (Shitakusa) que acompañan al bonsái, aunque actualmente posee un valor propio. ","En este segundo taller de “LILIPOT: Micronaturalezas domésticas” se explorará el mundo compositivo que combina e hibrida objetos inertes junto a micronaturalezas. Piedras, madera u “objetos encontrados” cotidianos sirven como base para estas creaciones naturales de pequeño tamaño. En este taller dispondrán de todos los elementos necesarios: herramientas, alambre, rejilla, sustratos, recipientes, musgo, plantas para conocer la filosofía y la técnica de esta modalidad de composición vegetal. Se trata de una tipología de cultivo donde se utilizan recipientes no convencionales como ramas, troncos, cortezas, piedras, latas… y todo tipo de plantas: herbáceas silvestres, pequeñas ornamentales de exterior, plántulas de árboles o arbustos, flores.
Impartido por Antonio Diz Roma de Niwa. Paisajista y diseñador de jardines, estudió en la Escuela de Jardinería y Paisajismo Castillo de Batres. Diseña jardines y microjardines basados en la idea de “jardín sin espacio” donde la composición vegetal más pequeña recrea en nuestra imaginación la experiencia del jardín en sí mismo.",[''],LILIPOT | Micronaturalezas Domésticas,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/kusamono-objetos-encontrados,https://www.lacasaencendida.es/storage/6043/responsive-images/13716-609f-kusamono_1_nt___detail_1600_900.jpg,2 horas
106,Mujeres y niñas en la guerra: Colombia y la República Democrática del Congo,No definido,14 jun 2022,¿Cuál es el impacto real de las acciones de las mujeres en Colombia y en República Democrática del Congo tras la firma de los acuerdos de paz en sus respectivos países?,"Que los conflictos armados y las guerras tienen un impacto diferenciado en la vida de las niñas y las mujeres es un hecho innegable a día de hoy, a pesar de ser invisibles en las narrativas dominantes. Asimismo, es bastante aceptada la afirmación de que los impactos diferenciados son consecuencia del sistema-mundo patriarcal porque perpetúa la desigualdad, la discriminación y la violencia contra las mujeres en tiempos de paz y de conflictos armados y guerras; utilizando la violación sexual y otros tipos de violencia de género como arma de guerra. Ucrania ha vuelto a demostrarlo.
A pesar de que la violencia basada en género es un obstáculo fundamental para la participación de las mujeres en cualquier parte del mundo y en todos los ámbitos de la vida, no hay un solo momento a lo largo de la historia donde las mujeres no se hayan organizado en favor de la resolución pacífica de los conflictos, poniendo la vida y el cuidado de las personas y la naturaleza en el centro. Crisis tras crisis, la sororidad, las redes de apoyo mutuo y la denuncia y reivindicación de los derechos humanos son los aportes claves en la construcción de la paz.
Esta charla-coloquio entre dos expertas, una colombiana y otra congoleña, es una ocasión para hacer un análisis comparativo de estas cuestiones a partir de los casos de Colombia y la República Democrática del Congo. Dos países muy distanciados geográficamente pero con algunos denominadores comunes: la capacidad organizativa de las mujeres para la búsqueda de la paz y en contra de la opresión del sistema heteropatriarcal; y la cronificación de un patrón de conflicto armado donde las mujeres son sistemáticamente violentadas y amenazadas.",[''],Conflictos armados y escenarios de tensión,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/mujeres-ninas-guerra-colombia-republica-democratica-congo,https://www.lacasaencendida.es/storage/6021/responsive-images/13693-609f-mujeres_ninas_guerra_colombia_congo_nt___detail_1600_900.jpg,1 hora 30 minutos
107,Iniciación al arte del bonsái,No definido,14 jun 2022,El primero de los talleres del ciclo plantea el cuidado y mantenimiento del bonsái como un elemento vegetal de gran complejidad y belleza que requiere de grandes conocimientos y dedicación.,"Durante este taller práctico destinado a conocer e introducir el arte del bonsái, trataremos distintos aspectos: definición e introducción histórica del bonsái, clasificaciones y modelos, principios de diseño y características del material, técnicas de cultivo y mantenimiento (riego, poda, pinzado, defoliado, alambrado y tratamientos).
Posteriormente, en la parte práctica, se realizará un trasplante colectivo de un plantón. También se verán trabajos sobre árboles que traigan los asistentes. 
Impartido por: el maestro de bonsáis Alex Gómez, responsable de la colección de bonsáis del Real Jardín botánico RJB-CSIC, recibiendo numerosos premios y menciones como la Nishiki-Ten 2019, UBE 2020, Tantai 2020, UBE 2021. Ha sido técnico del estudio de paisajismo Luis Vallejo y dirige la Escuela bonsái Sierra Norte. Es autor del libro Momentum. Colección de bonsáis del RJB-CSIC.",[''],LILIPOT | Micronaturalezas Domésticas,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/iniciacion-arte-bonsai,https://www.lacasaencendida.es/storage/6041/responsive-images/13715-609f-bonsai_1_nt___detail_1600_900.jpg,2 horas
108,Adaptación y economía,No definido,14 jun - 21 jun 2022,"El cambio climático obliga a repensar el sistema económico. Frente a los que creen que el desarrollo sostenible es posible, algunos afirman que nos dirigimos al colapso y otros que solo podemos desacelerar la economía para proteger los ecosistemas, reducir las emisiones y dirigir la sociedad a una sostenibilidad regenerativa.","Pero, ¿estaríamos preparados para asumir estas nuevas condiciones?, ¿cómo se relaciona esto con nuestra necesidad de adaptación?, ¿cómo incide en el Green Deal Europeo (Pacto Verde Europeo para reducir las emisiones netas de gases de efecto invernadero en al menos un 55% de aquí a 2030)?
Un excelente documental y cuatro especialistas nos ofrecen un retrato realista de la coyuntura actual y sus alternativas.
La Casa Encendida ofrece por tiempo limitado acceso online a los documentales y charlas que tuvieron lugar durante el ciclo Despierta 2022, celebrado el mes pasado.
Documental:",[''],Despierta 2022 Online,No details,"['ONLINE', 'ENCUENTROS', 'CINE']",https://www.lacasaencendida.es/contenido-online-actividades/adaptacion-economia,https://www.lacasaencendida.es/storage/5995/responsive-images/13641-609f-adaptacion_economia_nt___detail_1600_900.jpg,
109,Adaptación e inteligencia colectiva,No definido,14 jun - 21 jun 2022,"Como humanidad necesitamos encontrar nuevas respuestas, de mayor impacto que las actuales, para acelerar la transformación del sistema socioeconómico, con la ambición y la velocidad que requiere la crisis climática.","Todas las transformaciones sociales, culturales y económicas requieren no solo de un cambio en la dinámica individual sino también colectiva. Encontrar maneras de promover ese tipo de inteligencia y acción colectiva nos ayudará en una adaptación justa y compartida
En esta sesión, Cristina Monge, conocida analista política, dialogará con Jean-Françoise Noubel, uno de los más destacados pensadores del panorama mundial.
La Casa Encendida ofrece por tiempo limitado acceso online a los documentales y charlas que tuvieron lugar durante el ciclo Despierta 2022, celebrado el mes pasado.
Documental:",[''],Despierta 2022 Online,No details,"['ONLINE', 'ENCUENTROS', 'CINE']",https://www.lacasaencendida.es/contenido-online-actividades/adaptacion-e-inteligencia-colectiva,https://www.lacasaencendida.es/storage/5997/responsive-images/13642-609f-adaptacion_inteligencia_colectiva_nt___detail_1600_900.jpg,
110,Adaptación y resiliencia,No definido,14 jun - 21 jun 2022,"Incluso ante el aumento de frecuencia de los eventos climáticos de gran intensidad, seguimos sin tener las herramientas de prevención y preparación para que la sociedad pueda adaptarse y reaccionar con rapidez. Sabemos lo que viene, pero ¿nos estamos preparando para ello?","En esta jornada conoceremos, de la mano de grandes especialistas y con el visionado del documental Resilience Engineered (Resiliencia Diseñada), cómo se fomenta la resiliencia en el mundo, las acciones de la ONU, el Plan Nacional de Adaptación y cómo nos preparamos a nivel local, poniendo el acento en el agua como vector fundamental.
La Casa Encendida ofrece por tiempo limitado acceso online a los documentales y charlas que tuvieron lugar durante el ciclo Despierta 2022, celebrado el mes pasado.
Documental:",[''],Despierta 2022 Online,No details,"['ONLINE', 'ENCUENTROS', 'CINE']",https://www.lacasaencendida.es/contenido-online-actividades/adaptacion-resiliencia,https://www.lacasaencendida.es/storage/5999/responsive-images/13643-609f-adaptacion_resilencia_nt___detail_1600_900.jpg,
111,"Adaptación, oportunidad o ecoansiedad",No definido,14 jun - 21 jun 2022,Un precioso documental y cuatro especialistas nos ayudan a sobrellevar la “ecoansiedad” y ver la crisis como una oportunidad.,"Las olas de calor, las tormentas, la sequía, los incendios, cada vez son más intensos. ¿Cómo nos adaptamos psicológicamente a este panorama?, ¿cómo fortalecemos nuestro espíritu ante los malos augurios?, ¿cómo aprovechamos los esfuerzos globales para contribuir al cambio y prosperar a la vez?
La Casa Encendida ofrece por tiempo limitado acceso online a los documentales y charlas que tuvieron lugar durante el ciclo Despierta 2022, celebrado el mes pasado.
Documental:",[''],Despierta 2022 Online,No details,"['ONLINE', 'ENCUENTROS', 'CINE']",https://www.lacasaencendida.es/contenido-online-actividades/adaptacion-oportunidad-o-ecoansiedad,https://www.lacasaencendida.es/storage/6001/responsive-images/13644-609f-adaptacion_oportunidad_ecoansiedad_nt___detail_1600_900.jpg,
112,Salud mental,Miquel Roca,13 jun 2022,"Miquel Roca, decano de la Facultad de Medicina y Catedrático de Psiquiatría de la Universitat de les Illes Balears (UIB), aborda en este encuentro los interrogantes que se abren en relación a la salud mental y la pandemia.","Algunas de las preguntas que surgen en torno a este tema y que se abordarán en el encuentro son: ¿Cómo han impactado estos dos años en la población general, en los pacientes con enfermedad mental y en los pacientes afectados por el virus? ¿Cómo evolucionará este impacto a medio y largo plazo? ¿La crisis económica post covid 19 es un factor de riesgo para la salud mental? ¿Cuál será la repercusión en los programas asistenciales de los sistemas sanitarios públicos?",[''],Los retos del mundo en la era post-Covid,No details,"['ONLINE', 'ENCUENTROS']",https://www.lacasaencendida.es/contenido-online-actividades/salud-mental-miquel-roca,https://www.lacasaencendida.es/storage/5957/responsive-images/13567-609f-salud_mental_post_covid19_miquel_roca_nt___detail_1600_900.jpg,1 hora 30 minutos
113,La Pija y la Quinqui - LIVE,No definido,9 sep 2022,"Mientras esperamos que llegue la cita para la terapia, La Pija y la Quinqui están en Puwerty charlando en directo desde el Patio de La Casa Encendida.","La Pija y la Quinqui son la voz de una generación que ha crecido viendo Pequeñas mentirosas y escuchando Amaral. Si quieres iniciarte en conceptos como las manic pixie dreams girls, las chicas puente o la estética soft pale grunge que lleva enganchando a adolescentes desde hace una década, este es tu pódcast. Un espacio donde reflexionar desde el humor más mordaz sobre el amor romántico, la monogamia y otras relaciones interpersonales.
La Pija y la Quinqui son respectivamente Carlos Peguer (@carlospeguer) y Mariang (@capulla.sixtina). Comenzaron el 2022 con este podcast presentándose como dos amigas que están completamente desquiciadas. En él charlan sobre la vida y la actualidad. Ambos son guionistas del programa Cuerpos Especiales de Europa FM tras pasar por el equipo de Gen Playz en RTVE. Cada domingo son dos amigas de tertulia en Internet.",[''],Puwerty 2022,No details,['ENCUENTROS'],https://www.lacasaencendida.es/encuentros/pija-quinqui-live,https://www.lacasaencendida.es/storage/6109/responsive-images/13861-609f-pija_quinqui_nt___detail_1600_900.jpg,1 hora
114,Colleen,No definido,28 ago 2022,"Colleen presenta su recién publicado séptimo álbum The Tunnel and the Clearing. Órgano, caja de ritmos y tape delay vintage. Tres elementos para traducir un momento personal de profunda vulnerabilidad en emotional noise.","Colleen es el alias de la multi-instrumentista, cantante y productora francesa Cécile Schott desde 2002. Es considerada una de las productoras y artistas electrónicas más reconocidas de la escena europea. En su larga trayectoria ha tocado en museos y festivales de todo el mundo como Fondazione Prada, CTM festival, Rewire, Mutek, Nuits Sonores, Mutek Japan, Moogfest, PhilaMOCA, Museum of Contemporary Art (Chicago), entre otros.
En sus primeros tres álbumes, publicados en The Leaf Label, Colleen explora un mundo instrumental onírico. En 2007 empieza a tocar su instrumento fetiche, la viola de gamba. Colleen empieza a cantar en The Weighing of the Heart (2013) y los discos siguientes, publicados en Thrill Jockey Records, toman el camino de una música a la vez más pop y experimental. En Captain of None (2015) propulsa su viola de gamba soprano a un mundo influido por el dub jamaicano de los 70. En 2017 abandona los instrumentos acústicos para enfocarse en lo electrónico en A Flame my Love, a Frequency, en el que las letras toman un giro más personal.
En 2021 publica The Tunnel and the Clearing, su séptimo álbum, que presenta en La Casa Encendida.",[''],La Terraza Magnética 2022. Criaturas Vulnerables,No details,['CONCIERTOS'],https://www.lacasaencendida.es/conciertos/colleen-1,https://www.lacasaencendida.es/storage/6103/responsive-images/13808-609f-colleen_2_nt___detail_1600_905.jpg,1 hora
115,‘Titane’,Julia Ducournau,27 ago 2022,"Titane ganó la Palma de Oro en el Festival de Cannes en 2021. La heredera de Cronenberg cruza, en su segundo largometraje, el concepto de la “Nueva Carne” (fusión entre cuerpo y máquina) con el síndrome de Electra para romper con el género.","Titane, de Julia Ducournau. Francia, 2021. 108’
Un joven con la cara magullada es descubierto en un aeropuerto. Dice llamarse Adrien Legrand, un niño que desapareció hace 10 años. Para su padre, Vincent, esto supone el final de una larga pesadilla y lo lleva a casa. Por otra parte, en la región se han sucedido una serie de horribles asesinatos.
Julia Ducournau (París, 1983) es hija de médicos, quienes le despertaron su obsesión por la carne y el cuerpo. Se graduó en escritura de guiones por la escuela Fémis. Se dio a conocer en 2011 cuando su cortometraje Junior fue seleccionado en la Semana de la Crítica de Cannes y ganó el Premio del Público en los premios del Festival Premiers Plans de Angers. Crudo, su primera película y ganó el premio FIPRESCI en la Semana de la Crítica de 2016. La película se proyectó y ganó premios en varios festivales internacionales (Toronto, Sundance, Gerardmer, Sitges) y se distribuyó en todo el mundo. En 2019, recibió el premio Gan Fondation por Titane, su segundo largometraje, que ganó la Palma de Oro en el Festival de Cannes de 2021.",[''],La Terraza Magnética 2022. Criaturas Vulnerables,No details,['CINE'],https://www.lacasaencendida.es/cine/titane-julia-ducournau,https://www.lacasaencendida.es/storage/6087/responsive-images/13795-609f-titane_nt___detail_1600_900.jpg,1 hora 30 minutos
116,Masma Dream World,No definido,21 ago 2022,"Influida por su herencia multiétnica, Masma Dream World mezcla en sus directos experimentación vocal y electrónica, elementos del butoh japonés, frecuencias theta y tambores.","Devi Mambouka, conocida como Masma Dream World, es una artista multidisciplinar y terapeuta sonora residente en Brooklyn, Nueva York. Nacida en Gabón, África, de un embajador gabonés y una madre singapurense, Mambouka emigró a Estados Unidos a los 12 años, creció en el Bronx y se convirtió en una de las voces más jóvenes de la escena nocturna de Nueva York. Promovió fiestas y actuó como dj en locales legendarios de Nueva York como Son Cubano, Lit Lounge y Lotus y fue la comisaria del Black Ball Redux de Alicia Keys en 2012.
Su álbum más reciente como Masma Dream World, Play At Night, fue lanzado en otoño de 2020 por Northern Spy Records.",[''],La Terraza Magnética 2022. Criaturas Vulnerables,No details,['CONCIERTOS'],https://www.lacasaencendida.es/conciertos/masma-dream-world,https://www.lacasaencendida.es/storage/6101/responsive-images/13807-609f-masma_dream_world_nt___detail_1600_900.jpg,1 hora
117,‘The Hole’,Tsai Ming-liang,20 ago 2022,"Musical tragicómico, que trata la soledad y la incomunicación con un telón de fondo apocalíptico, donde una extraña enfermedad hace que las personas infectadas huyan de la luz como cucarachas mientras no cesa de llover en Taipei.","The Hole, de Tsai Ming-liang. Taiwan, 1998. 95’
Quedan siete días para el siglo XXI: en algún sitio de Taiwán la lluvia no para de caer; una misteriosa enfermedad alcanza dimensiones insospechadas y el gobierno decreta una cuarentena, ordenando a la gente que abandone el lugar. Pero algunos no desean hacerlo. En un edificio, un hombre se despierta al oír el timbre de su puerta; es un fontanero que va a arreglar una gotera; pero en vez de resolver el problema, hace un agujero de considerables dimensiones, algo que aprovecha para conocer mejor a su vecina de abajo, una mujer que sueña que canta y baila en los brazos de alguien.
Graduado por el Departamento de Drama y Cine de la Universidad Cultural de Taiwán en 1982, Tsai Ming-liang (Malasia, 1957) ha trabajado como productor teatral, guionista y director de televisión en Hong Kong. De origen chino-malayo, sus películas, que giran en torno a la alienación y se caracterizan por su ritmo lento y escasez de diálogos, cuentan con reconocimiento a nivel internacional. Vive L'Amour (1994) ganó León de Oro a mejor película. The River obtuvo el Oso de Plata - Premio Especial del Jurado en la 47ª edición del Festival de Cine de Berlín. The Hole recibió el premio FIPRESCI en el Festival de Cannes de 1998. Y El Sabor de la Sandía obtuvo el premio Alfred Bauer y el Oso de Plata en el Festival de Cine de Berlín de 2005.",[''],La Terraza Magnética 2022. Criaturas Vulnerables,No details,['CINE'],https://www.lacasaencendida.es/cine/-hole-tsai-ming-liang,https://www.lacasaencendida.es/storage/6085/responsive-images/13794-609f-thehole_nt___detail_1600_900.jpg,1 hora 30 minutos
118,Odete,No definido,7 ago 2022,"Sus sets son una mezcla de bandas sonoras anime con mucho reverb, voces distorsionadas que narran historias de desamor, canto de ópera sin técnica y future sounds.","Describe su música como una filosofía para una juventud cansada, un guerrero fantasma que se hace visible a través de sus mezclas. El fracaso, el silencio, la ruptura y el vacío están en la base de su dramaturgia queer.
Artista multidisciplinar, Odete (Oporto, 1995) desarrolla su trabajo en los campos de la música, las artes visuales, la performance y el teatro. Su trabajo es explícitamente autobiográfico marcando la relación entre lo personal y lo político. En 2022 ha publicado su último single ‘Extraño’ con Paul Marmota. A lo largo de su trayectoria ha publicado los EP y álbumes “The Consequences of a blood language”, ""Water Bender"" (New Scenery, 2020), ""To those who are paranoid broken bored"" (Self-release, 2019) y ""Amarração"" (Rotten:Fresh). Forma parte de la ""Plataforma SHAPE"" 2021-2022 de música innovadora financiada por el programa ""Europa Creativa"" de la Unión Europea. Ha ganado recientemente el premio ReXform de artes escénicas, presentando el proyecto ""On Revelations and Muddy Becomings"" en el MAAT y en colaboración con la bienal BoCA.",[''],La Terraza Magnética 2022. Criaturas Vulnerables,No details,['CONCIERTOS'],https://www.lacasaencendida.es/conciertos/odete,https://www.lacasaencendida.es/storage/6099/responsive-images/13806-609f-odete_nt___detail_1600_900.jpg,1 hora
